Time,Fixed-Point-Operation,Node,Label,Old Bound,New Bound,Occurred Due To,Clause-1
1,1,Carolyn_Hamilton,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Carolyn_Hamilton'), ('Baltamore_Ravens', 'Carolyn_Hamilton'), ('Dallas_Cowboys', 'Carolyn_Hamilton'), ('Chicago_Bears', 'Carolyn_Hamilton')]"
1,1,Howard_Burns,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Howard_Burns'), ('Baltamore_Ravens', 'Howard_Burns'), ('Dallas_Cowboys', 'Howard_Burns'), ('Chicago_Bears', 'Howard_Burns')]"
1,1,Brian_Avery,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Brian_Avery'), ('Baltamore_Ravens', 'Brian_Avery'), ('Dallas_Cowboys', 'Brian_Avery'), ('Chicago_Bears', 'Brian_Avery')]"
1,1,Kristen_Wickstrom,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Kristen_Wickstrom'), ('Baltamore_Ravens', 'Kristen_Wickstrom'), ('Dallas_Cowboys', 'Kristen_Wickstrom'), ('Chicago_Bears', 'Kristen_Wickstrom')]"
1,1,Mildred_Lugo,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Mildred_Lugo'), ('Baltamore_Ravens', 'Mildred_Lugo'), ('Dallas_Cowboys', 'Mildred_Lugo'), ('Chicago_Bears', 'Mildred_Lugo')]"
1,1,Mitchell_Joaquin,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Mitchell_Joaquin'), ('Baltamore_Ravens', 'Mitchell_Joaquin'), ('Dallas_Cowboys', 'Mitchell_Joaquin'), ('Chicago_Bears', 'Mitchell_Joaquin')]"
1,1,Emil_Wyble,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Emil_Wyble'), ('Baltamore_Ravens', 'Emil_Wyble'), ('Dallas_Cowboys', 'Emil_Wyble'), ('Chicago_Bears', 'Emil_Wyble')]"
1,1,Adam_Hart,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Adam_Hart'), ('Baltamore_Ravens', 'Adam_Hart'), ('Dallas_Cowboys', 'Adam_Hart'), ('Chicago_Bears', 'Adam_Hart')]"
1,1,Christine_Maung,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Christine_Maung'), ('Baltamore_Ravens', 'Christine_Maung'), ('Dallas_Cowboys', 'Christine_Maung'), ('Chicago_Bears', 'Christine_Maung')]"
1,1,Carolyn_Haire,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Carolyn_Haire'), ('Baltamore_Ravens', 'Carolyn_Haire'), ('Dallas_Cowboys', 'Carolyn_Haire'), ('Chicago_Bears', 'Carolyn_Haire')]"
1,1,Allen_Carey,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Allen_Carey'), ('Baltamore_Ravens', 'Allen_Carey'), ('Dallas_Cowboys', 'Allen_Carey'), ('Chicago_Bears', 'Allen_Carey')]"
1,1,Gloria_Zenker,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Gloria_Zenker'), ('Dallas_Cowboys', 'Gloria_Zenker'), ('Chicago_Bears', 'Gloria_Zenker')]"
1,1,Jack_Shaw,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Jack_Shaw'), ('Dallas_Cowboys', 'Jack_Shaw'), ('Chicago_Bears', 'Jack_Shaw')]"
1,1,Bernadette_Mitchell,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Bernadette_Mitchell'), ('Baltamore_Ravens', 'Bernadette_Mitchell'), ('Chicago_Bears', 'Bernadette_Mitchell')]"
1,1,David_Garcia,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'David_Garcia'), ('Baltamore_Ravens', 'David_Garcia'), ('Chicago_Bears', 'David_Garcia')]"
1,1,Deborah_Monteros,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Deborah_Monteros'), ('Baltamore_Ravens', 'Deborah_Monteros'), ('Dallas_Cowboys', 'Deborah_Monteros')]"
1,1,Al_Gonzalez,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Al_Gonzalez'), ('Baltamore_Ravens', 'Al_Gonzalez'), ('Dallas_Cowboys', 'Al_Gonzalez')]"
1,1,Susan_Lynch,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Susan_Lynch'), ('Baltamore_Ravens', 'Susan_Lynch'), ('Dallas_Cowboys', 'Susan_Lynch'), ('Chicago_Bears', 'Susan_Lynch')]"
1,1,Allan_Perez,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Allan_Perez'), ('Baltamore_Ravens', 'Allan_Perez'), ('Dallas_Cowboys', 'Allan_Perez'), ('Chicago_Bears', 'Allan_Perez')]"
1,1,Donald_Green,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Donald_Green'), ('Baltamore_Ravens', 'Donald_Green'), ('Dallas_Cowboys', 'Donald_Green'), ('Chicago_Bears', 'Donald_Green')]"
1,1,Phillip_Nguyen,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Phillip_Nguyen'), ('Baltamore_Ravens', 'Phillip_Nguyen'), ('Dallas_Cowboys', 'Phillip_Nguyen'), ('Chicago_Bears', 'Phillip_Nguyen')]"
1,1,Judy_Carter,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Judy_Carter'), ('Baltamore_Ravens', 'Judy_Carter'), ('Dallas_Cowboys', 'Judy_Carter'), ('Chicago_Bears', 'Judy_Carter')]"
1,1,Luis_Ross,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Luis_Ross'), ('Baltamore_Ravens', 'Luis_Ross'), ('Dallas_Cowboys', 'Luis_Ross'), ('Chicago_Bears', 'Luis_Ross')]"
1,1,Sharon_Cronin,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Sharon_Cronin'), ('Baltamore_Ravens', 'Sharon_Cronin'), ('Dallas_Cowboys', 'Sharon_Cronin'), ('Chicago_Bears', 'Sharon_Cronin')]"
1,1,Eugene_Mcbride,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Eugene_Mcbride'), ('Baltamore_Ravens', 'Eugene_Mcbride'), ('Dallas_Cowboys', 'Eugene_Mcbride'), ('Chicago_Bears', 'Eugene_Mcbride')]"
1,1,Beatrice_Moore,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Beatrice_Moore'), ('Baltamore_Ravens', 'Beatrice_Moore'), ('Dallas_Cowboys', 'Beatrice_Moore'), ('Chicago_Bears', 'Beatrice_Moore')]"
1,1,Mary_Cooper,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Mary_Cooper'), ('Baltamore_Ravens', 'Mary_Cooper'), ('Dallas_Cowboys', 'Mary_Cooper'), ('Chicago_Bears', 'Mary_Cooper')]"
1,1,Adam_Killen,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Adam_Killen'), ('Baltamore_Ravens', 'Adam_Killen'), ('Dallas_Cowboys', 'Adam_Killen'), ('Chicago_Bears', 'Adam_Killen')]"
1,1,Bertha_Laud,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Bertha_Laud'), ('Baltamore_Ravens', 'Bertha_Laud'), ('Dallas_Cowboys', 'Bertha_Laud'), ('Chicago_Bears', 'Bertha_Laud')]"
1,1,Dee_Vargas,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Dee_Vargas'), ('Dallas_Cowboys', 'Dee_Vargas'), ('Chicago_Bears', 'Dee_Vargas')]"
1,1,Martha_Lui,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Martha_Lui'), ('Baltamore_Ravens', 'Martha_Lui'), ('Chicago_Bears', 'Martha_Lui')]"
1,1,Paul_Morales,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Paul_Morales'), ('Baltamore_Ravens', 'Paul_Morales'), ('Dallas_Cowboys', 'Paul_Morales')]"
1,1,Adam_Zeger,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Adam_Zeger'), ('Baltamore_Ravens', 'Adam_Zeger'), ('Dallas_Cowboys', 'Adam_Zeger'), ('Chicago_Bears', 'Adam_Zeger')]"
1,1,Kelley_Mullen,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Kelley_Mullen'), ('Baltamore_Ravens', 'Kelley_Mullen'), ('Dallas_Cowboys', 'Kelley_Mullen'), ('Chicago_Bears', 'Kelley_Mullen')]"
1,1,Douglas_Stayton,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Douglas_Stayton'), ('Baltamore_Ravens', 'Douglas_Stayton'), ('Dallas_Cowboys', 'Douglas_Stayton'), ('Chicago_Bears', 'Douglas_Stayton')]"
1,1,Edna_Epps,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Edna_Epps'), ('Baltamore_Ravens', 'Edna_Epps'), ('Dallas_Cowboys', 'Edna_Epps'), ('Chicago_Bears', 'Edna_Epps')]"
1,1,Austin_Mcree,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Austin_Mcree'), ('Baltamore_Ravens', 'Austin_Mcree'), ('Dallas_Cowboys', 'Austin_Mcree'), ('Chicago_Bears', 'Austin_Mcree')]"
1,1,Maria_Fisher,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Maria_Fisher'), ('Baltamore_Ravens', 'Maria_Fisher'), ('Dallas_Cowboys', 'Maria_Fisher'), ('Chicago_Bears', 'Maria_Fisher')]"
1,1,Elizabeth_Marquez,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Elizabeth_Marquez'), ('Baltamore_Ravens', 'Elizabeth_Marquez'), ('Dallas_Cowboys', 'Elizabeth_Marquez'), ('Chicago_Bears', 'Elizabeth_Marquez')]"
1,1,Caroyln_Hennessey,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Caroyln_Hennessey'), ('Baltamore_Ravens', 'Caroyln_Hennessey'), ('Dallas_Cowboys', 'Caroyln_Hennessey'), ('Chicago_Bears', 'Caroyln_Hennessey')]"
1,1,Dawn_Sandoz,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Dawn_Sandoz'), ('Baltamore_Ravens', 'Dawn_Sandoz'), ('Dallas_Cowboys', 'Dawn_Sandoz'), ('Chicago_Bears', 'Dawn_Sandoz')]"
1,1,Tim_Bradley,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Tim_Bradley'), ('Baltamore_Ravens', 'Tim_Bradley'), ('Dallas_Cowboys', 'Tim_Bradley'), ('Chicago_Bears', 'Tim_Bradley')]"
1,1,Jose_Valadez,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Jose_Valadez'), ('Baltamore_Ravens', 'Jose_Valadez'), ('Dallas_Cowboys', 'Jose_Valadez'), ('Chicago_Bears', 'Jose_Valadez')]"
1,1,Christina_Jackson,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Christina_Jackson'), ('Baltamore_Ravens', 'Christina_Jackson'), ('Dallas_Cowboys', 'Christina_Jackson'), ('Chicago_Bears', 'Christina_Jackson')]"
1,1,Maria_Long,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Maria_Long'), ('Baltamore_Ravens', 'Maria_Long'), ('Dallas_Cowboys', 'Maria_Long'), ('Chicago_Bears', 'Maria_Long')]"
1,1,James_Johnson,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'James_Johnson'), ('Baltamore_Ravens', 'James_Johnson'), ('Dallas_Cowboys', 'James_Johnson'), ('Chicago_Bears', 'James_Johnson')]"
1,1,Homer_Caston,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'Homer_Caston'), ('Baltamore_Ravens', 'Homer_Caston'), ('Dallas_Cowboys', 'Homer_Caston'), ('Chicago_Bears', 'Homer_Caston')]"
1,1,David_Gordon,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Pittsburgh_Steelers', 'David_Gordon'), ('Baltamore_Ravens', 'David_Gordon'), ('Dallas_Cowboys', 'David_Gordon'), ('Chicago_Bears', 'David_Gordon')]"
1,1,Gary_Saylor,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Baltamore_Ravens', 'Gary_Saylor'), ('Dallas_Cowboys', 'Gary_Saylor'), ('Chicago_Bears', 'Gary_Saylor')]"
1,1,Gregoria_Cox,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Baltamore_Ravens', 'Gregoria_Cox'), ('Dallas_Cowboys', 'Gregoria_Cox'), ('Chicago_Bears', 'Gregoria_Cox')]"
1,1,Amy_Drumm,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Baltamore_Ravens', 'Amy_Drumm'), ('Dallas_Cowboys', 'Amy_Drumm'), ('Chicago_Bears', 'Amy_Drumm')]"
1,1,Debra_Endsley,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Baltamore_Ravens', 'Debra_Endsley'), ('Dallas_Cowboys', 'Debra_Endsley'), ('Chicago_Bears', 'Debra_Endsley')]"
1,1,Ricardo_Blais,free_agent,"[0.0,1.0]","[1.0,1.0]",free_agent_rule,"[('Baltamore_Ravens', 'Ricardo_Blais'), ('Dallas_Cowboys', 'Ricardo_Blais'), ('Chicago_Bears', 'Ricardo_Blais')]"
2,2,Gary_Saylor,rostered_player,"[0.0,1.0]","[1.0,1.0]",rostered_player_rule,"[('Pittsburgh_Steelers', 'Gary_Saylor')]"
2,2,Gregoria_Cox,rostered_player,"[0.0,1.0]","[1.0,1.0]",rostered_player_rule,"[('Pittsburgh_Steelers', 'Gregoria_Cox')]"
2,2,Amy_Drumm,rostered_player,"[0.0,1.0]","[1.0,1.0]",rostered_player_rule,"[('Pittsburgh_Steelers', 'Amy_Drumm')]"
2,2,Debra_Endsley,rostered_player,"[0.0,1.0]","[1.0,1.0]",rostered_player_rule,"[('Pittsburgh_Steelers', 'Debra_Endsley')]"
2,2,Ricardo_Blais,rostered_player,"[0.0,1.0]","[1.0,1.0]",rostered_player_rule,"[('Pittsburgh_Steelers', 'Ricardo_Blais')]"
2,2,Timothy_Morley,rostered_player,"[0.0,1.0]","[1.0,1.0]",rostered_player_rule,"[('Baltamore_Ravens', 'Timothy_Morley')]"
2,2,Don_Cobb,rostered_player,"[0.0,1.0]","[1.0,1.0]",rostered_player_rule,"[('Baltamore_Ravens', 'Don_Cobb')]"
2,2,Gloria_Zenker,rostered_player,"[0.0,1.0]","[1.0,1.0]",rostered_player_rule,"[('Baltamore_Ravens', 'Gloria_Zenker')]"
2,2,Jack_Shaw,rostered_player,"[0.0,1.0]","[1.0,1.0]",rostered_player_rule,"[('Baltamore_Ravens', 'Jack_Shaw')]"
